id_ligne,id_commande,id_produit,quantite
106691,6104,484,1
106692,22031,1923,7
106693,35959,1030,10
106694,8577,1478,2
106695,42708,410,7
106696,34122,471,10
106697,19879,1440,5
106698,29556,1319,5
106699,45858,1705,1
106700,29214,78,10
106701,17370,85,10
106702,49113,311,7
106703,22780,1575,6
106704,17182,663,3
106705,18661,1086,8
106706,39701,1323,4
106707,24642,1523,3
106708,48163,1586,2
106709,29261,659,6
106710,32860,912,1
106711,49157,1064,2
106712,36866,499,3
106713,35618,1919,8
106714,35135,130,10
106715,7399,1637,1
106716,5025,1252,4
106717,6304,1396,5
106718,20963,1711,8
106719,24692,1412,9
106720,32492,1191,4
106721,19340,906,8
106722,8668,341,8
106723,31248,211,3
106724,8824,1064,2
106725,32929,1919,1
106726,40524,508,9
106727,38517,491,9
106728,17334,1153,7
106729,27625,1645,5
106730,9351,926,9
106731,125,1063,5
106732,26049,1485,9
106733,15953,648,9
106734,35704,1289,8
106735,47155,693,9
106736,45776,1468,2
106737,42612,460,8
106738,23980,971,6
106739,23414,491,7
106740,49839,573,5
106741,44352,793,9
106742,29310,369,7
106743,420,107,4
106744,37202,66,7
106745,31744,1624,2
106746,16460,726,4
106747,4724,451,4
106748,10641,1157,8
106749,19766,424,4
106750,9576,1006,4
106751,32467,380,6
106752,12180,881,9
106753,17970,1400,3
106754,37076,1011,9
106755,49790,1094,2
106756,36135,1694,2
106757,24225,1127,10
106758,44723,1121,9
106759,5856,1069,4
106760,26786,1474,6
106761,24938,385,6
106762,15323,874,10
106763,30164,561,3
106764,39798,1182,7
106765,49705,189,1
106766,45537,103,5
106767,48601,457,7
106768,20459,1467,3
106769,6733,263,7
106770,48860,1764,2
106771,13035,1322,10
106772,22045,738,10
106773,8570,1064,7
106774,19581,464,9
106775,15109,288,8
106776,2182,388,4
106777,14270,447,8
106778,42880,44,2
106779,27231,717,8
106780,16521,1759,4
106781,36711,1764,7
106782,35524,810,1
106783,3840,821,4
106784,31430,1651,10
106785,26064,1240,4
106786,43254,1858,1
106787,23937,1498,10
106788,25178,1149,10
106789,40311,462,1
106790,37445,1911,1
106791,20327,306,1
106792,17668,1080,6
106793,45206,101,8
106794,37196,363,7
106795,34558,1877,3
106796,2945,1684,4
106797,11922,870,4
106798,12573,62,6
106799,13640,383,1
106800,22775,257,9
106801,26027,467,7
106802,43927,258,2
106803,44378,1148,10
106804,12747,64,4
106805,14447,474,8
106806,47260,1703,4
106807,19472,1901,4
106808,2124,1674,7
106809,16101,12,2
106810,28717,1615,6
106811,24774,1569,8
106812,10761,1643,1
106813,36978,1488,6
106814,13569,1068,6
106815,44212,307,3
106816,32504,1421,4
106817,39647,549,6
106818,47530,1919,4
106819,6598,1705,8
106820,26508,633,8
106821,43862,816,8
106822,12157,272,4
106823,26584,1298,1
106824,36233,293,9
106825,33027,993,8
106826,39149,626,1
106827,39119,306,4
106828,12697,581,1
106829,45136,1850,7
106830,9029,963,7
106831,45803,421,6
106832,48076,1892,2
106833,18128,1743,1
106834,30985,1651,7
106835,19838,441,4
106836,38271,1607,1
106837,42886,894,4
106838,21878,801,7
106839,10879,1408,3
106840,16272,4,10
106841,1008,1757,10
106842,1203,1091,7
106843,6457,11,8
106844,48418,943,9
106845,9409,1580,3
106846,3534,141,10
106847,36601,1099,3
106848,4038,634,4
106849,38035,1188,1
106850,35149,305,5
106851,10392,185,9
106852,39952,734,10
106853,23755,1144,3
106854,34062,568,2
106855,40880,929,2
106856,25808,928,10
106857,7893,1669,8
106858,6405,1645,10
106859,49412,1217,1
106860,45601,1718,2
106861,30000,1899,1
106862,49164,1806,2
106863,49551,1192,8
106864,19211,1762,3
106865,31011,260,1
106866,18627,1812,5
106867,6296,1579,9
106868,1438,495,9
106869,45937,1905,10
106870,9972,1172,9
106871,42170,170,8
106872,28664,1403,6
106873,46391,905,8
106874,46458,1622,4
106875,2694,180,7
106876,26074,1612,2
106877,29707,1996,4
106878,39366,763,6
106879,45772,1607,2
106880,20993,357,1
106881,45522,1780,4
106882,49981,1524,5
106883,17853,1173,10
106884,19198,98,4
106885,34133,74,1
106886,25917,1061,2
106887,38637,1312,9
106888,17586,954,8
106889,4307,1858,2
106890,47518,187,7
106891,1548,92,4
106892,34964,220,8
106893,41029,321,10
106894,38458,1905,8
106895,4096,419,8
106896,34758,1259,1
106897,195,337,10
106898,31120,1091,6
106899,25608,1708,6
106900,48982,1865,7
106901,23127,958,10
106902,42463,1730,10
106903,46317,1071,8
106904,24723,341,8
106905,31771,1529,1
106906,9456,910,7
106907,30408,370,8
106908,15088,82,1
106909,31845,1995,6
106910,45582,273,10
106911,27282,277,4
106912,14012,271,10
106913,25930,395,3
106914,16450,1121,1
106915,13981,1311,8
106916,34231,248,5
106917,21403,695,7
106918,36054,555,1
106919,9987,223,2
106920,36586,1876,2
106921,46716,485,2
106922,5527,192,4
106923,32790,1682,9
106924,9559,601,4
106925,36644,469,2
106926,30154,1271,4
106927,30999,1125,1
106928,10676,1157,10
106929,6440,1140,8
106930,14610,539,5
106931,15408,773,3
106932,7746,1866,8
106933,4633,1681,10
106934,6000,1374,7
106935,18804,268,10
106936,4999,1502,4
106937,49335,283,5
106938,3679,1543,9
106939,45787,235,9
106940,590,335,9
106941,33223,442,1
106942,26671,998,1
106943,21945,1232,4
106944,7923,769,9
106945,33965,351,6
106946,1142,1408,8
106947,18921,548,1
106948,36605,795,2
106949,21843,677,4
106950,11993,1163,2
106951,31401,1396,9
106952,11263,1367,10
106953,25649,1361,8
106954,6514,1258,5
106955,32992,316,3
106956,36348,854,4
106957,19032,1946,4
106958,35668,546,3
106959,43767,562,1
106960,894,1504,4
106961,17243,1026,5
106962,43806,1630,9
106963,11632,490,10
106964,27908,1235,2
106965,48092,1331,1
106966,8701,1183,5
106967,39102,1363,7
106968,33455,1783,1
106969,3186,548,6
106970,37168,1284,4
106971,19867,1714,5
106972,28016,1157,8
106973,27253,902,8
106974,48782,634,8
106975,36560,1965,8
106976,13650,560,2
106977,6511,1140,3
106978,48576,1396,6
106979,6138,840,9
106980,1279,610,3
106981,24651,1022,10
106982,43165,541,1
106983,7538,1335,3
106984,33694,1290,6
106985,38873,736,9
106986,39167,186,5
106987,2716,1200,5
106988,9901,22,8
106989,24054,1172,3
106990,40867,1538,2
106991,44730,381,2
106992,33341,5,6
106993,16719,1167,7
106994,42338,248,4
106995,42977,1974,8
106996,3030,1089,10
106997,30014,1382,8
106998,12705,1947,8
106999,9601,25,6
107000,34129,520,5
107001,22173,1090,10
107002,48455,1031,5
107003,5687,1116,8
107004,9320,1819,6
107005,1380,1183,9
107006,30737,785,8
107007,24324,680,3
107008,31823,280,5
107009,4321,344,7
107010,14345,230,3
107011,1280,1998,10
107012,23546,1241,4
107013,45456,1316,3
107014,49815,1808,1
107015,22496,1058,2
107016,37144,1516,9
107017,30437,1685,1
107018,30814,1241,5
107019,44819,680,8
107020,3169,1601,3
107021,11208,890,10
107022,36410,1391,7
107023,22930,771,10
107024,4725,331,2
107025,4872,997,9
107026,43539,1447,1
107027,2222,1419,5
107028,34861,1672,1
107029,9192,162,8
107030,20804,405,3
107031,14319,1527,4
107032,13549,1265,2
107033,19089,839,9
107034,32728,644,10
107035,36032,304,2
107036,26300,1543,3
107037,11616,431,5
107038,38839,85,10
107039,9672,1434,5
107040,20544,7,4
107041,5985,1777,2
107042,20691,1376,5
107043,16689,1037,6
107044,20402,1732,9
107045,3885,1899,7
107046,44839,1624,4
107047,7706,602,5
107048,27361,610,1
107049,17596,1233,9
107050,44334,1400,6
107051,5654,1846,8
107052,3653,840,9
107053,34226,1416,8
107054,10412,1709,6
107055,30988,590,9
107056,32515,545,8
107057,21669,150,3
107058,47944,1058,8
107059,23190,1741,6
107060,28325,384,3
107061,14667,979,1
107062,17815,1638,9
107063,9941,1131,4
107064,310,806,10
107065,8190,305,8
107066,19342,773,10
107067,43268,261,1
107068,27817,1918,5
107069,32576,1274,1
107070,7726,1366,10
107071,25927,1937,1
107072,8465,1030,7
107073,22049,1136,3
107074,34630,1803,1
107075,10364,641,5
107076,6577,744,10
107077,10988,1078,8
107078,24623,1186,1
107079,44844,1624,9
107080,7578,1545,4
107081,42920,883,5
107082,49132,171,4
107083,16343,270,9
107084,15172,1884,4
107085,17264,1815,10
107086,36121,1313,8
107087,40685,1868,2
107088,11468,1159,6
107089,44671,434,7
107090,31110,725,1
107091,10366,1615,9
107092,7641,895,10
107093,3686,1647,6
107094,18286,965,1
107095,40072,179,6
107096,24434,735,9
107097,21046,953,1
107098,19756,681,7
107099,2239,1737,6
107100,6630,1854,2
107101,24146,644,6
107102,33450,699,4
107103,32393,1508,1
107104,28362,524,2
107105,46801,1660,2
107106,15853,913,5
107107,36151,250,6
107108,38909,1562,6
107109,46941,310,9
107110,6622,99,9
107111,33905,6,2
107112,46170,630,9
107113,22211,1302,1
107114,25570,1697,5
107115,32350,726,9
107116,6833,262,4
107117,18351,1855,2
107118,8666,125,5
107119,16178,577,7
107120,21838,1978,8
107121,47732,523,5
107122,30627,1419,9
107123,3274,1290,2
107124,19573,1507,3
107125,47670,554,10
107126,4151,1321,3
107127,42439,646,5
107128,37371,811,8
107129,45598,1263,10
107130,30590,5,3
107131,23210,5,8
107132,15884,1776,10
107133,21077,1679,7
107134,20668,1982,2
107135,12150,63,3
107136,7221,1950,8
107137,31442,1634,2
107138,37148,645,7
107139,47907,278,9
107140,39229,742,9
107141,47792,1662,6
107142,40296,535,8
107143,40855,318,4
107144,49452,634,7
107145,12150,1049,8
107146,25111,1171,3
107147,45960,782,9
107148,30846,1267,3
107149,36355,553,3
107150,47285,515,10
107151,44296,1596,6
107152,21629,881,7
107153,16688,1216,9
107154,13743,1840,10
107155,33018,1929,7
107156,39888,1241,9
107157,15263,1733,9
107158,1986,17,6
107159,38576,1117,2
107160,23584,248,10
107161,43228,384,9
107162,14257,111,3
107163,13238,1849,5
107164,2993,1196,7
107165,38503,976,8
107166,48873,686,5
107167,18586,1765,10
107168,16933,1407,7
107169,44169,760,4
107170,33039,363,6
107171,20043,1966,3
107172,25552,1679,5
107173,20909,1409,6
107174,12315,1632,3
107175,9039,367,1
107176,26258,1855,10
107177,15086,1291,3
107178,45347,1552,5
107179,26558,580,8
107180,45433,116,4
107181,34836,847,5
107182,9998,596,1
107183,6892,943,3
107184,27245,279,6
107185,10472,954,5
107186,37448,1570,7
107187,38845,719,7
107188,44662,1673,4
107189,42694,1567,5
107190,11219,1551,1
107191,29871,1759,7
107192,46486,1619,4
107193,37888,1976,1
107194,45613,1309,8
107195,24533,137,5
107196,32400,1118,8
107197,1883,1169,7
107198,10907,1239,1
107199,41962,1689,1
107200,13497,259,9
107201,27505,1292,9
107202,33501,232,5
107203,37482,139,8
107204,21633,770,9
107205,38515,1376,10
107206,38393,1528,5
107207,44128,869,5
107208,14438,1084,10
107209,10396,414,7
107210,1789,465,3
107211,6792,516,9
107212,22909,1936,1
107213,19552,691,5
107214,43353,1721,6
107215,6592,1349,10
107216,35809,193,6
107217,39169,1854,1
107218,128,1946,6
107219,37087,1622,10
107220,25608,978,5
107221,30375,1126,2
107222,20718,154,1
107223,32251,327,9
107224,22745,1024,1
107225,33282,758,3
107226,8657,1444,7
107227,21857,585,3
107228,26859,1586,6
107229,17415,124,5
107230,30779,609,1
107231,35368,14,5
107232,24150,795,1
107233,23389,1819,3
107234,35870,554,6
107235,19477,345,3
107236,36137,491,1
107237,37977,1229,3
107238,44741,114,6
107239,45522,453,3
107240,2975,1512,10
107241,14047,1337,1
107242,8398,777,3
107243,49107,1770,1
107244,39716,1129,4
107245,36346,310,7
107246,943,827,4
107247,24772,546,7
107248,20293,1572,2
107249,8832,1514,7
107250,44256,369,6
107251,28063,1023,5
107252,28645,1173,10
107253,12670,832,8
107254,6043,23,5
107255,11516,1768,8
107256,37704,1544,4
107257,42906,1320,9
107258,44825,337,10
107259,42932,1217,8
107260,33967,1333,4
107261,29376,510,6
107262,5923,1445,7
107263,39107,117,8
107264,9330,1488,4
107265,507,911,3
107266,3920,1424,6
107267,27161,988,9
107268,40054,1301,2
107269,7289,1385,6
107270,42578,1355,10
107271,40770,842,7
107272,14881,1363,9
107273,13395,330,2
107274,6109,86,10
107275,19756,1886,2
107276,8432,632,2
107277,8015,699,4
107278,15898,1675,3
107279,20471,864,4
107280,44481,469,5
107281,40483,641,8
107282,30123,535,1
107283,32885,424,10
107284,22068,1636,9
107285,1082,1240,2
107286,28000,1545,1
107287,48096,27,7
107288,45268,248,2
107289,23271,1164,10
107290,33968,800,8
107291,28023,592,6
107292,16495,1972,10
107293,33708,161,6
107294,42717,1548,4
107295,49259,98,5
107296,12424,969,8
107297,9486,513,9
107298,17560,1116,9
107299,31153,858,5
107300,22455,1992,3
107301,18187,843,5
107302,9354,1309,5
107303,27472,1910,9
107304,36091,332,10
107305,46166,307,2
107306,10912,751,7
107307,24957,1941,10
107308,41811,1274,1
107309,15402,308,10
107310,42187,95,2
107311,32854,1765,9
107312,8106,1560,7
107313,22911,137,10
107314,47305,798,1
107315,29130,1209,8
107316,19901,716,3
107317,5542,922,8
107318,752,1394,4
107319,45480,303,2
107320,519,656,2
107321,20819,1724,7
107322,43636,623,7
107323,18082,680,4
107324,27579,1227,2
107325,42268,1098,10
107326,329,711,6
107327,43106,1847,9
107328,42703,368,4
107329,4504,778,6
107330,9238,529,7
107331,18079,1065,8
107332,31344,1673,1
107333,38315,1910,4
107334,29680,204,4
107335,16625,1803,5
107336,39102,889,7
107337,12229,463,9
107338,26590,296,10
107339,40126,1368,6
107340,12761,571,3
107341,42372,319,1
107342,39139,92,4
107343,15395,186,3
107344,49633,295,10
107345,34346,572,3
107346,40088,607,7
107347,26583,904,5
107348,41759,149,3
107349,23566,660,5
107350,41331,813,3
107351,1127,1359,6
107352,47450,739,4
107353,16147,1777,6
107354,6002,1905,6
107355,47723,1508,1
107356,45358,1925,3
107357,25968,873,5
107358,30981,111,3
107359,49021,1198,3
107360,44173,1876,8
107361,46924,1904,3
107362,43363,667,6
107363,49411,1568,8
107364,38602,621,3
107365,48635,1635,2
107366,25258,508,8
107367,33154,256,1
107368,7305,1340,7
107369,15525,433,1
107370,39575,1191,3
107371,33315,1080,9
107372,15171,698,2
107373,11529,278,6
107374,12339,1554,6
107375,7163,1233,4
107376,10494,907,4
107377,11766,80,10
107378,44087,852,6
107379,49683,1402,7
107380,15276,959,2
107381,18145,413,5
107382,41600,1881,8
107383,13131,820,1
107384,9817,1700,3
107385,26411,390,1
107386,46422,156,1
107387,16765,6,6
107388,6730,318,2
107389,7046,1053,6
107390,17202,109,9
107391,46398,1167,6
107392,34741,453,7
107393,14667,764,8
107394,14836,759,4
107395,14861,936,8
107396,15905,57,7
107397,45181,267,1
107398,48704,725,7
107399,3054,108,5
107400,13421,1363,3
107401,36992,234,3
107402,49077,1158,7
107403,35076,1053,6
107404,24058,1383,7
107405,9902,402,5
107406,11408,956,1
107407,38858,1225,1
107408,44102,81,9
107409,9798,1275,9
107410,10448,279,2
107411,36907,1048,10
107412,4389,140,1
107413,44889,1527,2
107414,28248,131,1
107415,8847,10,6
107416,23665,1653,1
107417,45483,1135,7
107418,43794,1100,2
107419,9417,609,10
107420,9530,79,4
107421,33244,1898,3
107422,38166,1206,6
107423,7390,54,1
107424,24536,335,9
107425,41464,1438,1
107426,32603,687,1
107427,29875,539,2
107428,29098,1624,6
107429,25580,1345,3
107430,40712,2,1
107431,24618,1478,8
107432,24026,1009,4
107433,49072,1967,4
107434,32050,689,10
107435,30338,127,5
107436,3588,345,8
107437,15796,285,4
107438,41858,375,4
107439,42030,1656,4
107440,40354,1224,8
107441,7693,1702,2
107442,39208,624,5
107443,27244,466,10
107444,33209,108,8
107445,16573,917,4
107446,20376,1821,10
107447,3830,1009,4
107448,35519,1401,6
107449,17157,587,2
107450,19001,1642,4
107451,3142,393,10
107452,32825,611,4
107453,30020,1162,2
107454,38788,1511,8
107455,12044,1748,1
107456,3069,1738,1
107457,18873,868,10
107458,46657,1801,8
107459,33089,1782,9
107460,25699,1590,6
107461,26522,476,6
107462,42239,1330,1
107463,2931,1915,3
107464,48033,1702,6
107465,15834,867,10
107466,14812,1356,1
107467,26043,1188,4
107468,6831,18,5
107469,11390,1651,4
107470,35560,837,8
107471,37954,721,1
107472,22944,523,7
107473,8265,567,10
107474,12444,119,8
107475,38092,485,3
107476,47325,1045,2
107477,27054,360,7
107478,2069,1372,1
107479,9407,1320,4
107480,14108,669,8
107481,2750,650,3
107482,40826,521,4
107483,14005,355,8
107484,15352,1655,9
107485,40466,1252,6
107486,28997,1553,2
107487,4990,606,9
107488,33214,1843,5
107489,20202,1560,3
107490,17652,1965,7
107491,2232,1081,8
107492,11213,937,8
107493,451,1974,4
107494,8594,684,4
107495,29594,68,2
107496,34392,1216,5
107497,8355,612,8
107498,22818,810,6
107499,21346,1768,6
107500,33439,1007,3
107501,12071,334,8
107502,8985,9,6
107503,27355,1085,9
107504,9852,715,6
107505,36355,679,6
107506,15011,1539,2
107507,7634,862,1
107508,5043,309,6
107509,42259,1640,2
107510,18643,1973,3
107511,13867,1108,8
107512,46460,985,10
107513,31232,246,1
107514,34839,10,9
107515,6455,1997,6
107516,5364,483,1
107517,16485,1893,3
107518,38968,931,5
107519,14647,12,8
107520,36282,290,1
107521,37736,1894,7
107522,2583,1514,6
107523,26112,1028,5
107524,28032,353,10
107525,27391,1980,6
107526,17273,1471,10
107527,31388,1738,3
107528,19943,1528,7
107529,34856,694,6
107530,15581,419,7
107531,26971,1497,2
107532,15843,1757,4
107533,12779,534,10
107534,40680,1445,10
107535,24029,426,5
107536,13641,1719,5
107537,47098,91,10
107538,8351,694,8
107539,6774,879,4
107540,1034,1188,2
107541,19718,1931,7
107542,18700,719,8
107543,253,1945,4
107544,33086,1993,5
107545,40207,1570,5
107546,27544,898,4
107547,3872,1789,5
107548,20454,1763,4
107549,8408,855,7
107550,49518,850,6
107551,17621,1633,5
107552,6505,508,8
107553,8366,1823,9
107554,46684,457,2
107555,24318,313,9
107556,35054,945,5
107557,42663,891,6
107558,44838,1476,3
107559,29017,98,1
107560,20117,337,1
107561,27900,1906,8
107562,46304,280,10
107563,34256,425,2
107564,47151,962,6
107565,25679,1070,1
107566,45863,1858,1
107567,48270,692,2
107568,20843,1036,5
107569,48628,1239,5
107570,15995,1942,9
107571,618,1980,3
107572,40183,570,5
107573,29285,1245,2
107574,559,1718,3
107575,15177,1023,4
107576,34007,1394,10
107577,43607,1914,6
107578,14904,860,2
107579,36606,1141,8
107580,12932,1907,4
107581,31797,903,2
107582,3593,98,2
107583,20017,484,7
107584,17269,1281,4
107585,18085,1869,4
107586,5169,211,3
107587,43992,667,8
107588,49613,1562,6
107589,39804,555,7
107590,18196,460,7
107591,48583,1636,4
107592,30661,1533,5
107593,42201,220,4
107594,25125,566,7
107595,19476,1904,2
107596,22998,381,2
107597,42775,770,1
107598,4593,1039,10
107599,27180,1735,6
107600,7936,235,4
107601,40669,149,6
107602,34255,406,3
107603,35838,833,4
107604,884,886,4
107605,4488,1181,10
107606,38429,615,4
107607,29826,1706,9
107608,16966,1361,9
107609,25024,1622,4
107610,6214,439,1
107611,312,181,5
107612,19868,1290,2
107613,48570,281,3
107614,13614,970,7
107615,7120,1825,9
107616,43654,1557,8
107617,15817,488,7
107618,16698,1711,7
107619,12811,1018,1
107620,25908,1632,2
107621,5083,400,6
107622,25967,1430,2
107623,11229,1764,6
107624,27341,1464,9
107625,19915,998,4
107626,21139,248,2
107627,18983,336,6
107628,36006,1212,3
107629,5586,139,7
107630,19082,969,2
107631,40646,939,9
107632,19302,649,8
107633,48434,1440,5
107634,31112,1565,5
107635,43188,840,8
107636,35318,156,2
107637,37223,126,2
107638,24849,1761,1
107639,39358,1923,5
107640,3839,819,2
107641,36889,1303,7
107642,43362,1886,7
107643,27774,1066,7
107644,18111,1485,6
107645,41593,277,6
107646,16703,320,8
107647,36391,1866,6
107648,29298,1117,8
107649,47427,546,9
107650,40385,495,7
107651,47461,292,4
107652,41505,247,7
107653,13364,1836,6
107654,28484,1179,4
107655,35355,114,7
107656,13979,1795,6
107657,13930,1341,4
107658,24590,951,4
107659,2797,353,1
107660,35420,1937,5
107661,24090,1515,8
107662,18815,210,7
107663,40244,1370,5
107664,15447,1898,1
107665,48276,915,8
107666,40501,72,6
107667,41360,1610,4
107668,27243,1761,5
107669,34293,386,9
107670,20980,540,8
107671,35708,1998,3
107672,6839,1559,10
107673,11956,1666,9
107674,47773,187,2
107675,861,846,3
107676,16521,510,3
107677,42585,178,4
107678,19080,573,4
107679,15499,1153,7
107680,395,114,10
107681,30631,40,4
107682,46509,899,3
107683,31508,644,9
107684,17020,1713,9
107685,25124,29,5
107686,45072,924,7
107687,13374,261,5
107688,33162,34,5
107689,37630,1449,4
107690,39443,1095,2
107691,6776,1474,1
107692,46400,530,8
107693,30590,375,5
107694,20271,1638,9
107695,17115,1578,7
107696,36056,719,4
107697,24690,607,3
107698,29567,1438,1
107699,33592,382,1
107700,38338,606,4
107701,21639,1168,1
107702,41136,1594,3
107703,38768,1573,7
107704,31276,382,5
107705,27805,728,2
107706,23138,472,9
107707,35887,1651,1
107708,34956,1892,9
107709,38573,1710,8
107710,48436,1202,1
107711,39186,1107,4
107712,25270,312,9
107713,24542,852,2
107714,9259,1493,9
107715,33833,1588,2
107716,4581,40,3
107717,1959,1721,5
107718,21321,54,10
107719,20013,169,3
107720,42873,512,7
107721,5038,1571,5
107722,22888,18,1
107723,21984,844,2
107724,43020,1998,10
107725,23059,506,3
107726,36089,1151,1
107727,47093,651,1
107728,30148,1701,10
107729,41394,1422,7
107730,46174,83,6
107731,34074,542,2
107732,824,117,9
107733,4357,1240,1
107734,47470,1331,5
107735,33543,679,3
107736,22005,869,4
107737,45017,1791,6
107738,17888,1962,8
107739,29790,180,5
107740,4707,309,4
107741,41471,1560,9
107742,17759,1004,3
107743,19454,1952,4
107744,43649,1586,3
107745,36079,360,2
107746,43031,1938,10
107747,20351,1382,4
107748,27145,950,8
107749,37239,1054,5
107750,49817,1618,6
107751,18772,427,2
107752,28471,1264,5
107753,7959,562,3
107754,14458,455,1
107755,25208,1059,10
107756,34037,1963,10
107757,17177,1920,6
107758,10464,1918,7
107759,42804,828,4
107760,23641,1126,4
107761,41146,843,6
107762,27825,558,10
107763,6901,194,9
107764,23087,333,3
107765,18415,1075,7
107766,37264,676,9
107767,13469,1578,7
107768,17754,1948,9
107769,33497,957,4
107770,37348,267,8
107771,9311,289,7
107772,23132,16,2
107773,8340,1647,1
107774,45494,120,1
107775,1022,1480,1
107776,16984,153,3
107777,44501,1254,3
107778,38105,598,6
107779,24971,1042,8
107780,39041,1403,6
107781,32103,701,1
107782,15956,541,6
107783,9722,1191,8
107784,25986,859,10
107785,18810,1963,6
107786,48044,530,5
107787,43468,832,9
107788,17590,1016,7
107789,1088,1328,5
107790,41327,1849,6
107791,30105,1738,10
107792,9135,195,1
107793,19501,1693,2
107794,37249,105,3
107795,49070,1720,9
107796,30113,390,10
107797,45434,13,2
107798,33317,544,1
107799,43838,1672,10
107800,22932,1777,1
107801,18083,1977,1
107802,10216,449,8
107803,6602,1101,9
107804,16714,146,6
107805,7951,601,8
107806,32656,1453,1
107807,33101,932,6
107808,451,1278,3
107809,14538,947,4
107810,36688,1164,10
107811,45964,838,6
107812,603,807,5
107813,36715,147,8
107814,47476,282,9
107815,40153,384,4
107816,40879,280,2
107817,22970,231,9
107818,31621,284,5
107819,46906,1174,10
107820,32952,247,6
107821,43718,1707,10
107822,22030,198,2
107823,20601,1084,6
107824,8026,785,1
107825,3573,1229,4
107826,7625,1623,6
107827,32404,180,10
107828,4855,996,9
107829,44393,1456,3
107830,44151,647,3
107831,49964,1376,2
107832,18774,1619,5
107833,27841,443,7
107834,37907,845,8
107835,481,1861,3
107836,21572,139,5
107837,44876,1619,6
107838,44004,1325,9
107839,29012,676,5
107840,49699,1758,5
107841,32967,592,3
107842,6650,1623,6
107843,23742,1418,3
107844,17809,1065,10
107845,19511,1289,5
107846,42373,195,4
107847,47099,1080,4
107848,17589,1455,5
107849,16767,155,6
107850,36577,1953,9
107851,40385,1095,4
107852,33043,650,1
107853,19338,159,7
107854,42618,1097,1
107855,13837,1755,4
107856,47417,769,7
107857,9333,1142,6
107858,16610,623,4
107859,12349,1341,7
107860,46966,116,2
107861,29106,1877,10
107862,32271,1642,10
107863,48767,1899,10
107864,4482,1157,2
107865,35397,1049,1
107866,26692,870,6
107867,24997,64,6
107868,27693,1167,2
107869,36341,634,9
107870,32470,1819,4
107871,18470,1978,2
107872,26072,1997,2
107873,44916,736,6
107874,49232,346,5
107875,1830,889,1
107876,7811,343,3
107877,17667,442,8
107878,37322,1711,9
107879,5164,1801,4
107880,16932,463,3
107881,44691,916,3
107882,34987,1874,1
107883,29059,742,5
107884,4223,464,8
107885,25968,84,5
107886,49049,601,2
107887,6116,1443,4
107888,36417,96,2
107889,47579,360,7
107890,48881,926,5
107891,25969,713,8
107892,40743,875,4
107893,16593,1201,8
107894,40594,853,7
107895,9529,1906,7
107896,37513,1509,1
107897,34713,685,1
107898,24885,861,9
107899,43822,1972,10
107900,48600,187,5
107901,657,432,4
107902,24591,27,4
107903,9169,14,2
107904,47874,82,10
107905,49701,797,5
107906,24046,1005,2
107907,45793,400,6
107908,29991,79,7
107909,33077,599,4
107910,40161,1660,5
107911,35878,284,1
107912,42953,377,6
107913,24528,878,3
107914,12087,1974,3
107915,42367,1937,9
107916,23829,773,1
107917,25246,324,5
107918,34634,1531,2
107919,47159,589,5
107920,9545,487,4
107921,42724,1425,2
107922,47202,1618,3
107923,22820,1795,5
107924,27440,1404,10
107925,29387,172,8
107926,11006,591,10
107927,36356,1468,10
107928,38764,1668,9
107929,7683,1358,1
107930,43777,634,3
107931,34131,1395,3
107932,17929,631,4
107933,31696,483,1
107934,6360,685,10
107935,32142,1068,1
107936,70,1340,2
107937,38177,1604,4
107938,4150,412,7
107939,17306,471,10
107940,38221,1164,4
107941,35862,598,10
107942,32245,257,1
107943,34774,1862,8
107944,40958,890,9
107945,40766,1982,9
107946,17491,1038,9
107947,35652,1943,6
107948,1451,1617,4
107949,41431,825,9
107950,26334,634,5
107951,6817,1223,1
107952,19971,1266,5
107953,6658,811,7
107954,32558,374,5
107955,768,1695,5
107956,26608,433,2
107957,2021,1823,2
107958,25843,1986,6
107959,3076,1876,3
107960,48094,876,10
107961,30000,243,2
107962,4244,678,9
107963,12502,1864,3
107964,5272,957,5
107965,33302,1966,4
107966,13556,279,8
107967,13071,1325,10
107968,47775,210,8
107969,26423,1483,5
107970,19802,1370,5
107971,7985,353,2
107972,960,244,2
107973,41346,1609,5
107974,19449,1191,1
107975,40628,848,2
107976,31630,1082,5
107977,7877,1927,4
107978,413,1655,2
107979,36097,763,5
107980,20394,845,5
107981,48583,1224,9
107982,36303,1121,7
107983,30878,207,1
107984,3824,1826,9
107985,31982,505,6
107986,40723,326,4
107987,3948,261,1
107988,5789,552,3
107989,29315,1845,9
107990,34001,498,9
107991,15704,1093,10
107992,48845,671,10
107993,5070,1797,6
107994,23335,1143,6
107995,41396,686,10
107996,21741,294,2
107997,1245,487,2
107998,24215,1132,10
107999,46432,814,3
108000,9433,1666,10
108001,17550,33,8
108002,26487,1686,6
108003,47732,22,6
108004,47943,564,10
108005,10347,1539,7
108006,6892,497,6
108007,29019,1008,3
108008,18048,245,5
108009,41437,1534,3
108010,34243,862,1
108011,20133,1374,2
108012,10520,1726,6
108013,26474,1697,8
108014,18989,925,1
108015,12742,1029,10
108016,13944,375,9
108017,8639,1589,7
108018,48979,482,5
108019,8912,1789,10
108020,11966,176,7
108021,11541,1719,7
108022,47810,1898,7
108023,31860,390,8
108024,15239,1156,6
108025,771,416,8
